Latitude,Longitude
34.1819,-118.5252
34.0853,-118.3441
33.9781,-118.4644
33.9655,-118.2838
34.0011,-118.2805
34.0573,-118.2634
34.0987,-118.3337
34.0219,-118.1923
34.0634,-118.2871
34.0704,-118.2013
34.1475,-118.4225
33.9391,-118.2869
34.1179,-118.2129
34.2442,-118.5362
34.0436,-118.3177
34.0578,-118.2941
33.9994,-118.2499
34.0609,-118.2535
34.0618,-118.2894
33.7415,-118.295
34.1227,-118.3181
33.9638,-118.2651
34.1036,-118.3049
34.2341,-118.4153
34.1909,-118.3654
34.0291,-118.3054
34.2283,-118.4611
33.9556,-118.2665
34.2858,-118.4024
34.1708,-118.5273
34.0262,-118.3002
33.7288,-118.299
33.9842,-118.2827
34.0206,-118.2541
34.2193,-118.3731
34.0228,-118.2414
34.091,-118.2775
34.0949,-118.5111
33.7412,-118.2924
34.2434,-118.2708
34.2738,-118.4488
34.0259,-118.2535
34.0194,-118.2722
34.0391,-118.3464
34.0517,-118.2456
34.0757,-118.2605
34.2021,-118.3725
34.2207,-118.5361
34.0736,-118.2682
34.2309,-118.3925
34.1921,-118.3877
34.0736,-118.3785
34.0274,-118.3015
34.0054,-118.2827
34.0524,-118.3762
34.2277,-118.3934
33.9739,-118.2696
33.9443,-118.239
34.1037,-118.3252
33.9754,-118.4178
33.979,-118.2839
34.1867,-118.3878
34.1845,-118.5928
34.282,-118.3944
33.9851,-118.3046
33.9574,-118.2847
33.995,-118.2652
34.0849,-118.3028
34.0238,-118.2693
34.0691,-118.2917
34.1975,-118.5284
34.2372,-118.4183
34.0188,-118.1949
34.0276,-118.326
34.1938,-118.6037
34.052,-118.383
34.2067,-118.3845
34.0278,-118.201
34.1402,-118.2691
34.0885,-118.3064
34.0436,-118.3225
34.0163,-118.3441
34.0424,-118.281
34.1,-118.3113
34.0928,-118.3158
34.0799,-118.3181
33.9638,-118.2651
34.2319,-118.4677
34.2482,-118.5299
34.0145,-118.298
34.1694,-118.4341
33.9594,-118.2739
34.2688,-118.4158
34.0083,-118.4483
34.0402,-118.5276
33.9472,-118.3909
34.0784,-118.3766
34.0486,-118.3347
34.0999,-118.3616
34.0854,-118.3742
34.2318,-118.4503
33.7433,-118.2836
34.072,-118.2047
33.9584,-118.263
34.0029,-118.2732
34.1936,-118.4166
33.9637,-118.2651
33.9325,-118.239
34.0702,-118.213
34.0382,-118.2356
34.0944,-118.319
34.0272,-118.372
34.0629,-118.2741
33.7798,-118.2649
34.0163,-118.2718
34.0533,-118.2829
34.0635,-118.2058
34.0543,-118.39
34.0383,-118.4324
34.1826,-118.3916
34.1779,-118.3586
33.7601,-118.3012
34.0173,-118.2987
34.2629,-118.4217
34.2282,-118.4536
34.2346,-118.4147
34.0691,-118.2038
34.1938,-118.5864
33.9806,-118.2838
33.9334,-118.2364
34.0265,-118.4184
33.7388,-118.2906
34.0148,-118.3487
34.1325,-118.3974
34.1717,-118.6018
34.0579,-118.2759
34.1749,-118.379
34.0111,-118.2827
34.063,-118.2678
34.1449,-118.5252
34.1976,-118.3976
33.9995,-118.2893
34.1867,-118.4487
34.1704,-118.536
34.0142,-118.2921
34.0709,-118.2985
34.0515,-118.3667
34.0606,-118.3197
34.0634,-118.2705
34.017,-118.3471
34.2074,-118.4182
34.0588,-118.3406
34.0401,-118.2633
34.0363,-118.2991
34.103,-118.3402
34.0289,-118.2602
34.1413,-118.361
34.0423,-118.2527
34.196,-118.4575
34.046,-118.2509
34.0655,-118.3114
34.0544,-118.2767
34.1123,-118.2536
33.9456,-118.2695
33.9888,-118.4716
34.0615,-118.2412
33.8001,-118.2639
34.0421,-118.2469
34.0418,-118.3177
34.0334,-118.4371
33.9449,-118.4059
34.2012,-118.5392
34.1701,-118.6255
34.0256,-118.3177
34.0962,-118.2592
34.0146,-118.313
34.0763,-118.2917
34.0548,-118.4426
33.9941,-118.3002
33.7958,-118.2565
34.0551,-118.233
34.0129,-118.4172
34.0559,-118.3091
34.0195,-118.3489
34.0183,-118.3536
34.0998,-118.33
34.0059,-118.447
34.02,-118.3029
34.0765,-118.2131
33.9622,-118.4213
33.9547,-118.4413
34.1685,-118.4662
34.0537,-118.3806
34.0468,-118.2502
34.1436,-118.3953
33.9596,-118.3917
34.2166,-118.3919
34.25,-118.5233
34.0407,-118.3791
34.0181,-118.2612
34.2066,-118.5579
34.1558,-118.3943
34.005,-118.2392
33.942,-118.4095
33.9993,-118.3244
34.0363,-118.2573
34.2337,-118.4676
34.0402,-118.2598
34.1938,-118.6059
34.0203,-118.3467
34.0486,-118.3347
34.0997,-118.335
33.9624,-118.2907
34.2866,-118.5754
34.0663,-118.2694
34.0483,-118.2631
34.104,-118.3297
34.1533,-118.4058
34.0037,-118.427
33.9026,-118.2916
34.0635,-118.3104
34.0452,-118.453
34.1726,-118.5516
34.0515,-118.2615
34.0452,-118.2534
34.0761,-118.3766
34.1697,-118.608
34.225,-118.4488
34.088,-118.1851
34.1803,-118.379
34.2214,-118.5055
34.2145,-118.4311
34.1111,-118.2522
34.2268,-118.3631
33.9921,-118.2521
34.0219,-118.3133
34.0313,-118.4536
34.0108,-118.3182
34.1976,-118.4378
34.0761,-118.3563
34.0662,-118.3506
34.0542,-118.2611
34.1048,-118.346
34.1868,-118.5229
34.1794,-118.4052
34.0446,-118.245
34.1482,-118.4494
34.0543,-118.3932
34.0436,-118.296
34.0993,-118.316
34.0981,-118.3158
34.1848,-118.4675
34.0873,-118.296
34.0467,-118.2485
34.2085,-118.4698
34.0727,-118.2597
34.0828,-118.2365
34.143,-118.3727
34.0491,-118.3381
34.1015,-118.3425
34.1016,-118.3433
33.9745,-118.3309
33.9939,-118.4677
34.0981,-118.3092
33.9347,-118.2761
33.9433,-118.4072
34.0956,-118.2918
34.1391,-118.2141
34.1038,-118.3151
34.038,-118.3225
34.1775,-118.536
34.0617,-118.3066
33.7897,-118.2787
34.0268,-118.2513
34.2442,-118.4284
34.0998,-118.3211
34.1177,-118.2928
34.0027,-118.4328
33.951,-118.2739
34.3219,-118.4602
34.0497,-118.1961
34.2265,-118.4565
34.0106,-118.2827
34.1939,-118.4378
34.0617,-118.2469
33.9993,-118.274
34.0726,-118.3279
34.1758,-118.4052
34.1522,-118.5995
33.9789,-118.286
34.0855,-118.3614
34.0384,-118.2294
34.1235,-118.2686
34.0636,-118.3047
34.2283,-118.547
34.0481,-118.4422
34.0006,-118.2878
34.1413,-118.506
34.1649,-118.4487
34.0623,-118.344
34.3209,-118.4269
34.0529,-118.4656
33.9713,-118.2695
34.2233,-118.3964
34.0332,-118.3362
34.099,-118.2738
33.9994,-118.2543
34.0703,-118.268
34.0483,-118.4485
33.9824,-118.2844
33.9997,-118.2849
34.0582,-118.2941
34.0462,-118.2585
34.1828,-118.5916
34.0932,-118.2939
33.9819,-118.2827
34.0424,-118.4305
34.019,-118.258
34.2028,-118.599
33.931,-118.2542
34.0761,-118.3594
34.0747,-118.3091
34.2653,-118.4269
34.1155,-118.2358
33.9539,-118.3805
34.0073,-118.298
34.0761,-118.3737
34.1016,-118.3361
34.2067,-118.3891
34.0105,-118.3398
33.7795,-118.2715
33.9856,-118.4705
34.0943,-118.2669
34.0302,-118.2006
34.0473,-118.2566
34.0997,-118.335
34.192,-118.44
34.0735,-118.3777
33.9871,-118.4446
34.0597,-118.3122
34.0326,-118.335
34.0552,-118.2333
34.0258,-118.2797
34.0836,-118.3753
34.2626,-118.4094
34.0256,-118.3351
34.2103,-118.3692
34.1649,-118.4574
34.1228,-118.1898
34.0221,-118.4082
34.2376,-118.4481
34.0732,-118.2868
34.1828,-118.6044
34.2733,-118.4202
34.0091,-118.3002
34.1034,-118.3325
34.2427,-118.4702
34.0248,-118.2211
34.2248,-118.4873
34.2003,-118.4002
34.0599,-118.4397
34.0203,-118.2506
34.064,-118.3614
34.0268,-118.2896
34.0913,-118.1635
34.2301,-118.4553
34.0073,-118.3108
33.9551,-118.287
34.0944,-118.3184
34.0171,-118.2592
34.0465,-118.3419
34.1425,-118.3643
33.9698,-118.2827
34.2355,-118.5492
34.0019,-118.3113
34.1797,-118.5528
33.9455,-118.4006
34.0197,-118.2474
34.1016,-118.3387
34.0728,-118.2878
34.0146,-118.3193
34.048,-118.5269
34.1681,-118.3743
33.9987,-118.2848
34.0101,-118.274
34.0108,-118.3057
34.0801,-118.178
33.7733,-118.2776
34.0363,-118.2314
34.0668,-118.2828
33.9542,-118.2893
34.1073,-118.4241
34.0568,-118.3232
34.0617,-118.2469
34.309,-118.4387
34.0161,-118.3546
34.2401,-118.424
34.1581,-118.3524
34.241,-118.4296
33.9315,-118.2336
34.2366,-118.4824
33.9746,-118.3134
33.7212,-118.2909
33.9343,-118.239
34.0595,-118.2451
34.0782,-118.3753
34.049,-118.3066
34.0677,-118.4703
34.2175,-118.3703
33.9782,-118.2892
33.9383,-118.2695
33.7737,-118.2581
33.9598,-118.4264
34.0436,-118.3189
34.1413,-118.361
34.1723,-118.5709
34.1948,-118.5253
34.0912,-118.2678
34.158,-118.4487
34.2374,-118.558
34.0547,-118.2772
34.3066,-118.4484
34.1639,-118.6269
33.9583,-118.2684
34.0487,-118.2588
34.1414,-118.3686
34.0887,-118.2828
34.163,-118.4574
34.0798,-118.2184
34.1907,-118.4574
34.057,-118.2635
34.2355,-118.558
33.9997,-118.2849
34.039,-118.24
34.0216,-118.4018
34.16,-118.4662
34.0813,-118.2992
34.181,-118.4444
34.0711,-118.2599
34.1818,-118.5904
34.0186,-118.3759
33.991,-118.3113
34.0819,-118.2739
34.063,-118.2727
33.9528,-118.2812
34.0712,-118.3055
34.0596,-118.4446
34.0425,-118.3258
34.2347,-118.395
34.2714,-118.5512
34.0673,-118.2917
33.9553,-118.3857
34.1994,-118.631
34.0604,-118.4432
34.0685,-118.3707
34.0348,-118.4365
34.1667,-118.4356
33.9456,-118.2695
34.0583,-118.2692
34.0104,-118.2535
34.3005,-118.4678
33.9708,-118.2827
34.0111,-118.2789
34.0545,-118.3031
34.0092,-118.29
34.0449,-118.2458
34.0691,-118.2929
34.0166,-118.2501
34.1698,-118.5308
34.0412,-118.2436
34.1034,-118.349
34.0435,-118.4314
34.253,-118.2907
34.0507,-118.3625
34.1093,-118.1879
33.9775,-118.4292
34.0884,-118.2842
34.0961,-118.4191
33.9397,-118.2478
34.1667,-118.4662
34.0211,-118.2552
34.0438,-118.2547
34.0409,-118.2574
34.1721,-118.4642
33.9708,-118.2783
33.9896,-118.3139
34.0706,-118.3674
34.0507,-118.2637
34.1684,-118.3921
34.2198,-118.4181
33.9452,-118.4033
33.9891,-118.3161
33.9721,-118.2564
34.1746,-118.5198
34.1691,-118.543
34.0862,-118.3078
33.9727,-118.3309
34.0565,-118.2768
34.0611,-118.3681
34.0474,-118.2513
34.0617,-118.3054
33.9748,-118.2652
34.2791,-118.4688
34.1596,-118.5936
34.103,-118.3225
34.0465,-118.442
34.2815,-118.4097
34.0587,-118.2869
34.1733,-118.5974
33.9633,-118.2764
34.0615,-118.2662
34.0111,-118.274
33.995,-118.2652
34.0961,-118.4405
34.201,-118.6021
33.97,-118.3308
34.1102,-118.317
33.7731,-118.2749
33.9265,-118.287
33.9628,-118.2695
34.0238,-118.4066
34.0626,-118.447
33.986,-118.4724
33.9933,-118.4101
33.9487,-118.2392
34.2587,-118.396
34.2139,-118.3878
33.9997,-118.2827
34.0982,-118.2961
34.0947,-118.4165
33.84,-118.3017
34.0498,-118.24
34.0881,-118.1877
33.9611,-118.2827
33.9635,-118.2871
34.0998,-118.3211
34.0465,-118.3616
33.9339,-118.2695
34.1395,-118.4247
34.073,-118.2513
34.0254,-118.2629
33.7983,-118.2992
34.1058,-118.2354
34.2398,-118.4003
34.0409,-118.2574
33.9906,-118.4391
34.0479,-118.2612
34.0262,-118.2518
34.1443,-118.36
34.073,-118.264
33.9909,-118.3294
34.062,-118.2425
33.9651,-118.2739
33.9967,-118.2565
34.1367,-118.2089
34.0398,-118.3374
33.9905,-118.2856
34.17,-118.373
34.098,-118.3479
34.0274,-118.29
34.1794,-118.3834
34.1685,-118.4509
34.0598,-118.2979
33.9805,-118.2918
34.0999,-118.3038
33.9997,-118.2652
34.0423,-118.4656
34.2373,-118.5369
33.9782,-118.422
34.0546,-118.3806
34.0185,-118.2429
34.1076,-118.1889
34.1005,-118.3107
34.0073,-118.298
34.0484,-118.4437
34.0237,-118.2324
34.2918,-118.4506
34.2685,-118.4504
34.0175,-118.2574
34.0571,-118.3825
34.0692,-118.3473
34.3025,-118.4358
34.098,-118.3365
34.2736,-118.4145
34.0904,-118.1723
34.1857,-118.4574
33.993,-118.2521
34.1817,-118.44
34.0618,-118.2894
34.0907,-118.3266
34.0057,-118.3443
34.0763,-118.2954
34.3155,-118.4343
34.0327,-118.3002
33.9855,-118.4253
34.0344,-118.2915
34.0704,-118.3736
34.0517,-118.2491
34.0666,-118.1918
34.0445,-118.2842
34.0406,-118.2117
33.7315,-118.2902
34.0462,-118.2585
34.2285,-118.4958
34.0164,-118.3312
34.023,-118.3272
34.2265,-118.4553
34.0255,-118.2153
34.0398,-118.278
34.2304,-118.5157
33.732,-118.2946
34.2661,-118.5132
34.2153,-118.4409
34.1271,-118.2321
34.0044,-118.3294
34.0142,-118.2672
34.272,-118.4978
34.2354,-118.4502
34.1535,-118.6168
34.1318,-118.1957
33.9994,-118.442
34.0322,-118.3002
33.985,-118.4715
34.1615,-118.5142
34.1685,-118.5777
34.0728,-118.2878
34.042,-118.2625
33.9851,-118.287
33.7446,-118.2587
33.955,-118.2782
34.0478,-118.3267
34.0466,-118.4499
34.0254,-118.2629
34.0071,-118.2827
34.0553,-118.3878
34.2049,-118.44
34.0543,-118.3219
34.044,-118.3415
33.9897,-118.3045
34.0767,-118.1937
34.2342,-118.4436
34.0291,-118.3015
34.0826,-118.3135
34.022,-118.2691
34.2676,-118.4415
34.0005,-118.4373
34.0908,-118.3092
34.1749,-118.5323
34.2464,-118.4675
34.3003,-118.4639
33.9373,-118.2652
34.069,-118.2868
34.069,-118.3151
34.0281,-118.261
34.0226,-118.2182
34.2147,-118.4576
34.0017,-118.2965
34.1846,-118.6277
34.0301,-118.2389
34.0782,-118.3695
34.0069,-118.3182
34.0392,-118.4305
33.9941,-118.3002
34.0622,-118.3434
34.0348,-118.3821
33.9806,-118.3338
34.0913,-118.2091
34.0441,-118.3378
34.1522,-118.3998
34.0057,-118.274
34.048,-118.3281
34.0278,-118.201
34.2048,-118.4659
34.2245,-118.5975
34.0402,-118.2598
34.0421,-118.2879
34.0549,-118.344
34.224,-118.3763
34.0401,-118.2459
33.996,-118.2565
34.1902,-118.5448
34.0631,-118.3504
34.201,-118.5847
34.1938,-118.5884
34.0636,-118.2979
34.0193,-118.2653
34.0615,-118.2412
34.0631,-118.3493
34.2829,-118.3904
34.0484,-118.4544
33.9746,-118.3003
33.9959,-118.4121
34.0416,-118.244
34.1839,-118.4605
34.0067,-118.3515
34.183,-118.4225
33.8816,-118.2902
34.0327,-118.3189
34.1504,-118.3681
34.0445,-118.3623
34.0806,-118.1871
33.7297,-118.2884
34.3182,-118.4378
33.9429,-118.265
34.0624,-118.2031
34.1729,-118.6025
34.0526,-118.3031
34.2279,-118.4516
34.052,-118.2624
34.0953,-118.3241
34.096,-118.2665
33.9716,-118.3747
34.0605,-118.4193
34.0604,-118.4317
34.0474,-118.2513
33.9806,-118.3309
34.0587,-118.2916
34.0986,-118.4517
33.9928,-118.3101
34.1681,-118.3765
33.9473,-118.2396
34.031,-118.411
34.2286,-118.5951
34.0895,-118.176
34.0347,-118.2792
34.0284,-118.3963
34.171,-118.5709
34.0465,-118.2488
34.1093,-118.3075
34.0438,-118.2547
34.0075,-118.2775
34.0466,-118.3414
34.0399,-118.3297
34.3208,-118.458
34.2012,-118.4094
33.9967,-118.2565
34.0146,-118.313
34.2013,-118.4659
34.3238,-118.4387
34.0587,-118.3207
33.9315,-118.2363
34.2629,-118.5197
34.0425,-118.2217
34.0803,-118.3452
34.0454,-118.3072
34.2202,-118.3602
34.1993,-118.5273
34.0772,-118.2585
34.2583,-118.4675
33.7948,-118.2694
34.0168,-118.2931
34.0271,-118.3648
34.0585,-118.2725
33.741,-118.2838
34.1478,-118.4071
34.1994,-118.4837
34.0268,-118.266
33.9755,-118.2894
33.9627,-118.3178
34.0952,-118.3013
33.7256,-118.2804
33.9947,-118.4517
34.0403,-118.2088
34.0421,-118.2469
34.1283,-118.2299
34.0194,-118.2722
33.9997,-118.2849
34.0343,-118.2086
33.742,-118.3021
34.2536,-118.464
34.0038,-118.274
34.0215,-118.3524
33.9383,-118.2793
34.1794,-118.4062
34.1649,-118.416
33.9537,-118.2761
33.9357,-118.2739
34.2012,-118.4404
34.203,-118.3779
34.1053,-118.3213
34.2094,-118.452
33.9343,-118.2335
34.0338,-118.2724
33.975,-118.4002
34.1649,-118.4487
34.0274,-118.2867
34.0541,-118.2621
34.0073,-118.298
33.9655,-118.2889
33.7823,-118.2744
34.1876,-118.4465
33.9736,-118.4189
34.038,-118.3195
34.0104,-118.3089
34.1687,-118.3703
34.0082,-118.3341
34.0509,-118.2937
34.046,-118.251
34.1867,-118.4034
33.981,-118.2914
34.2714,-118.5512
34.1866,-118.5523
34.0559,-118.3009
34.0534,-118.2788
34.2455,-118.4177
34.0808,-118.2655
33.7234,-118.288
34.0926,-118.3299
33.7486,-118.3011
34.0247,-118.3669
34.2074,-118.4794
33.9946,-118.4724
33.9703,-118.2783
34.1632,-118.4975
34.0496,-118.258
34.1058,-118.2353
34.1116,-118.2991
33.9994,-118.2499
34.0834,-118.2147
34.0407,-118.2427
34.2559,-118.2832
33.9567,-118.4326
33.9774,-118.2838
34.2065,-118.5975
34.2128,-118.445
33.9975,-118.4751
34.1229,-118.179
33.9945,-118.452
33.9398,-118.2739
34.0137,-118.4297
34.0636,-118.296
34.272,-118.4284
34.1938,-118.6044
34.0214,-118.2787
33.98,-118.4652
34.2216,-118.4488
34.1354,-118.3697
34.3048,-118.4665
34.1828,-118.5916
33.9907,-118.4766
34.1643,-118.5403
34.2268,-118.4983
34.2337,-118.463
34.2373,-118.5346
34.215,-118.5197
34.069,-118.2967
33.9424,-118.2826
34.1976,-118.4574
34.239,-118.4618
33.96,-118.2986
33.9389,-118.2349
34.038,-118.4436
33.9527,-118.3058
34.2701,-118.4203
34.0682,-118.2203
34.143,-118.3727
33.7243,-118.3012
34.0231,-118.3404
34.0378,-118.4419
34.045,-118.2256
33.9019,-118.2898
34.0736,-118.1724
34.0472,-118.313
34.0803,-118.3532
34.0466,-118.2174
34.0812,-118.1743
34.0616,-118.4337
34.0907,-118.3277
34.0467,-118.2485
33.746,-118.2857
34.015,-118.3536
34.0416,-118.5633
34.0894,-118.2311
34.1909,-118.3654
34.014,-118.2816
33.9651,-118.2768
34.0494,-118.2599
34.1481,-118.3702
34.04,-118.4393
34.0927,-118.2135
34.0291,-118.3886
33.9785,-118.3003
34.0551,-118.2323
33.9536,-118.4441
33.737,-118.2857
34.0652,-118.2306
33.727,-118.3242
34.0108,-118.3222
34.2157,-118.373
34.0169,-118.2783
34.1037,-118.2722
34.0506,-118.3127
34.077,-118.2771
34.3216,-118.4958
33.9727,-118.2833
34.0473,-118.4768
34.2309,-118.3727
33.9747,-118.2783
34.0016,-118.3572
33.9884,-118.2915
34.2665,-118.4081
34.1634,-118.6251
33.9793,-118.2916
34.052,-118.3488
33.75,-118.292
34.2074,-118.4794
34.1071,-118.2534
34.091,-118.1882
34.0388,-118.2574
34.1576,-118.438
34.0677,-118.2731
33.7433,-118.2857
34.0998,-118.35
33.9836,-118.4673
34.2514,-118.2932
33.9328,-118.2556
34.1667,-118.4486
34.0495,-118.366
34.113,-118.2814
34.0605,-118.2004
34.0558,-118.3649
34.0127,-118.3477
33.9788,-118.4151
34.0151,-118.3422
34.0483,-118.2631
34.2201,-118.3489
34.1693,-118.5375
34.0201,-118.3672
34.0643,-118.231
34.1649,-118.3686
34.0547,-118.4026
34.0857,-118.2812
34.0697,-118.3673
34.0137,-118.3435
34.0418,-118.3134
34.1649,-118.4138
34.0444,-118.2628
33.8986,-118.2857
34.0761,-118.3737
33.9779,-118.2681
34.1849,-118.3867
34.1334,-118.2725
34.2085,-118.4698
33.96,-118.309
34.079,-118.283
34.069,-118.301
34.0291,-118.3461
34.0438,-118.2547
34.0851,-118.2881
33.9824,-118.2789
34.166,-118.6203
34.0549,-118.2778
34.0478,-118.2989
34.2391,-118.5602
34.1829,-118.6077
33.9864,-118.4239
33.9646,-118.3003
34.0717,-118.3702
34.0883,-118.2056
34.0445,-118.2367
34.0906,-118.1648
33.9571,-118.4362
34.2498,-118.2805
34.1781,-118.4179
34.0076,-118.2635
34.121,-118.2042
34.2268,-118.3631
34.106,-118.2565
34.0455,-118.4619
34.0209,-118.2842
34.312,-118.4362
34.1649,-118.4052
34.0806,-118.2843
34.1866,-118.6428
34.1109,-118.2016
33.9455,-118.3838
34.0459,-118.2352
34.0462,-118.4361
33.9679,-118.2739
34.1291,-118.3467
34.1938,-118.6037
34.0839,-118.2224
34.0693,-118.3706
33.7948,-118.2694
33.9688,-118.2871
34.1505,-118.4458
34.1972,-118.6268
34.2517,-118.2794
34.0452,-118.2569
34.0201,-118.4068
34.1,-118.2463
33.9846,-118.4428
34.2167,-118.4189
33.9744,-118.4291
34.1993,-118.5348
34.0039,-118.2565
34.0276,-118.3351
33.999,-118.3002
34.0062,-118.2857
34.0782,-118.3695
34.1765,-118.5333
34.134,-118.3441
33.9791,-118.4092
34.103,-118.3225
34.2107,-118.3447
34.1903,-118.48
34.1749,-118.379
34.1016,-118.3267
33.9978,-118.4456
34.1703,-118.4189
34.1546,-118.4574
34.035,-118.2553
33.9761,-118.3726
34.3066,-118.4549
34.1939,-118.4993
34.1913,-118.5942
34.2219,-118.5251
34.2258,-118.4494
34.2096,-118.5754
33.9546,-118.3858
34.0441,-118.3378
34.0709,-118.2941
34.051,-118.2445
34.0664,-118.4253
34.072,-118.1662
33.9662,-118.455
34.0777,-118.3023
34.2231,-118.4553
34.1664,-118.5863
34.1722,-118.379
34.0215,-118.3515
33.7847,-118.2641
33.9946,-118.3024
34.1849,-118.3746
34.1807,-118.536
34.1667,-118.5244
33.967,-118.2695
34.073,-118.3731
34.0538,-118.2667
34.1723,-118.5308
34.0453,-118.4329
33.9789,-118.2795
34.1807,-118.4662
34.0547,-118.2729
33.7739,-118.2678
34.098,-118.3252
34.0099,-118.3446
34.0186,-118.2657
34.0465,-118.2488
34.0782,-118.3509
34.0853,-118.3244
34.0458,-118.2132
33.8369,-118.3091
34.2573,-118.5951
34.2479,-118.4206
34.0728,-118.2917
34.1924,-118.4173
34.2336,-118.4535
34.1905,-118.6059
34.0884,-118.2258
33.9535,-118.4465
34.0608,-118.2842
34.2003,-118.4002
33.9778,-118.4145
34.174,-118.44
34.021,-118.1991
34.0812,-118.2032
34.0276,-118.2005
34.1848,-118.3965
34.0282,-118.3133
34.2077,-118.4912
34.0102,-118.2653
34.0395,-118.2405
34.0819,-118.2071
33.9579,-118.402
34.0309,-118.3002
34.2336,-118.4592
34.0981,-118.3628
33.7712,-118.2748
34.2282,-118.6118
34.111,-118.2769
33.9806,-118.3323
34.0416,-118.2671
33.9563,-118.3069
34.0374,-118.242
34.1155,-118.2358
34.203,-118.5361
33.9419,-118.3725
34.244,-118.5583
34.2355,-118.5573
34.0068,-118.2937
34.2148,-118.5404
34.0411,-118.3484
34.0835,-118.3734
34.2337,-118.4632
34.2143,-118.5534
34.0382,-118.2946
34.2374,-118.3676
34.0465,-118.3419
34.2376,-118.4677
33.9447,-118.309
34.0162,-118.2598
34.2826,-118.4066
33.9659,-118.4137
33.9632,-118.2827
34.2067,-118.464
34.1567,-118.5509
34.1054,-118.3107
33.9851,-118.2773
33.9837,-118.3206
34.1436,-118.3953
33.7995,-118.3073
34.0621,-118.4428
33.9447,-118.2784
34.2048,-118.54
34.0454,-118.2658
34.143,-118.3727
33.9797,-118.2713
33.9826,-118.4681
34.2356,-118.4741
34.0161,-118.3547
33.9601,-118.2666
34.1867,-118.3994
33.9556,-118.2695
34.1975,-118.5284
34.103,-118.3225
33.947,-118.2684
34.2157,-118.3725
34.2657,-118.403
34.0609,-118.3824
34.0714,-118.2813
34.185,-118.6059
34.1072,-118.2037
34.095,-118.2018
34.2012,-118.4294
34.2058,-118.3943
33.9891,-118.3235
33.9962,-118.4694
34.01,-118.2915
34.0314,-118.397
34.0523,-118.2633
34.1961,-118.451
34.0494,-118.4297
34.1883,-118.6274
34.2776,-118.3791
33.958,-118.3128
34.1849,-118.4095
33.967,-118.3802
34.166,-118.5095
34.0437,-118.2229
33.9624,-118.2783
34.1413,-118.361
34.1415,-118.2161
33.9951,-118.2915
34.1731,-118.464
33.9467,-118.2871
34.0286,-118.2622
34.2337,-118.4553
34.0572,-118.1942
34.1496,-118.4647
34.1485,-118.5266
34.0655,-118.3114
34.2291,-118.5831
34.0066,-118.2728
34.0446,-118.2507
34.0663,-118.2302
33.9598,-118.3962
34.0732,-118.2728
34.212,-118.4488
34.2163,-118.4313
33.998,-118.4399
33.8773,-118.2867
34.0962,-118.349
34.2002,-118.4181
34.1679,-118.5338
34.2838,-118.4195
34.2591,-118.4674
34.1137,-118.3234
34.0371,-118.3687
34.2048,-118.4356
33.7351,-118.2836
34.0442,-118.2439
34.1976,-118.4443
34.1218,-118.2252
34.2642,-118.402
34.043,-118.2606
34.054,-118.2435
34.2048,-118.4749
33.988,-118.3449
34.0683,-118.4519
34.0445,-118.2523
34.251,-118.4784
34.0419,-118.2561
33.7978,-118.3048
34.0626,-118.2445
34.1867,-118.4647
34.2306,-118.5895
34.0569,-118.3978
34.0483,-118.3722
